"Data Source","World Development Indicators",

"Last Updated Date","2023-09-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Latin America & Caribbean (excluding high income)","LAC","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.44106643853248","6.54135403787924","6.38685398822836","6.61676062201885","6.71640625604718","6.80512222631887","6.87885782887628","7.03982400741675","7.06618192246774","7.61820520282156","7.31967241347132","7.22233242076944","7.22495905537463","7.36747665958714","7.50566324054271","7.86420838463019","7.77992494573727","8.09559972591855","7.83260540560583","7.88121774320791","8.57299380703767","","",
"Lao PDR","LAO","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.27513599","4.29031658","3.69751263","4.47920704","3.54057336","3.33673191","2.93200922","3.15345573","2.76727295","3.46300411","2.91155219","1.94457507","2.07637572","2.39984965","2.29845548","2.45366454","2.36087489","2.52606821","2.24630332","2.60029101","2.6947608","","",
"Lebanon","LBN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.82951355","10.56254768","9.28233719","8.67109871","7.99923086","7.54867649","8.66057873","8.55984211","7.81751728","7.0073576","7.43864489","8.17744446","7.00114107","7.06355858","7.51688814","7.39572525","7.8866291","7.76047421","8.02195835","7.89909458","7.95365763","","",
"Liberia","LBR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.29716492","3.51406956","2.90361023","3.65521455","9.15019226","9.71549797","8.49828529","10.81490326","9.0185957","9.42837238","8.978302","9.43191624","8.77101326","8.29568386","9.20383739","10.61632824","9.85810757","9.95379543","9.84876537","8.4314146","9.49941349","","",
"Libya","LBY","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.42542052","4.05162811","4.89009905","4.10041189","3.49171281","2.59774685","2.51467609","2.43791366","2.63571715","4.28816032","3.58541107","6.05012751","","","","","","","","","","","",
"St. Lucia","LCA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.86163425","5.11714458","5.38443518","5.23676491","4.76429749","4.8572278","5.12402296","5.52015686","5.05127954","5.23717833","5.03797817","5.13907623","5.0001564","5.14058971","4.75331974","4.57613707","4.91194296","4.66334057","4.41884804","4.33346367","6.7380271","","",
"Latin America & Caribbean","LCN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.52082597833546","6.64726295010032","6.48966877767577","6.67539074341443","6.7152664375501","6.73425565976867","6.88534719804112","7.02388075953092","6.98391436645572","7.57599599295029","7.24934375888981","7.18966643798565","7.15463543768599","7.25081139366197","7.37107849998052","7.86134216027883","7.80751662737377","8.13096346249184","7.90637892027321","7.96622415801965","8.64680145435988","","",
"Least developed countries: UN classification","LDC","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.21998649429847","3.61718959813138","3.79905194359283","4.02829621831833","4.23836082271569","4.16792083554961","4.32359722726336","4.38497818618836","4.26711705992047","4.55164193998061","4.25331448970021","4.15395599393841","4.08137243965434","4.28054267916154","4.22983432896737","4.51723021530272","4.34877853765463","4.2622071586512","3.96480726287043","3.89998752148975","4.03780637965927","","",
"Low income","LIC","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.05413143404084","4.39489551302688","4.62561229338457","4.89529056857363","4.74219827355049","4.5889680276917","4.62127123395372","4.74563659847605","4.47506439257502","4.7701160854622","4.4644208010474","4.87711323064272","5.00864931584548","5.59401793957272","5.46755626853453","5.71958390303447","5.49234577715294","5.46787465027573","5.00409526126947","4.89872878612775","5.13796104738129","","",
"Liechtenstein","LIE","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.24654055","4.19324636","4.17312098","3.76927352","4.17515469","4.00972605","3.97986293","3.95131898","3.98465228","4.19339228","3.86745572","3.71693707","3.40384603","3.82699037","3.60648036","3.88992047","3.86424899","3.59565163","3.91227913","3.66153812","4.06584978","","",
"Lower middle income","LMC","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.04344125514311","4.27488008602146","4.14196100019783","4.2441080752858","4.19666669935851","4.184398061089","4.14138170242365","4.03309749522317","4.06314036725387","4.26002620651195","4.14707428020929","4.15344001608359","4.2598072610348","4.33635428281627","4.2578676926461","4.34723531612896","4.34184733086007","4.05135135101297","3.86869188850293","3.80184452240129","3.90944159301526","","",
"Low & middle income","LMY","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.00445066937679","5.04757315284679","4.93625352284335","4.99980784670137","4.94103488116738","4.93878122296116","4.87771799343633","4.80236615475008","4.84136992798224","5.18553027833187","4.98407924633125","4.97879598723421","5.03638591519856","5.13104867007883","5.16078474996143","5.25864350829967","5.23959832477907","5.27973311622456","5.20242288534548","5.27809845195556","5.61459766005271","","",
"Lesotho","LSO","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.6117692","7.27745867","6.7452426","6.04550791","6.05738831","5.44926691","6.11966372","7.28075647","7.70154142","8.99738979","8.35764122","9.50321198","9.22287178","9.50640392","9.12336254","8.95958614","8.69295883","10.2024622","11.02123833","11.40502262","11.78428555","","",
"Late-demographic dividend","LTE","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.33892216415262","5.25048436329403","5.29846552946979","5.21128955160658","5.10840024225988","5.08290352232343","5.00376448823529","4.91274899866688","5.02369425433159","5.4660237496777","5.23829907948234","5.1613240254543","5.19836097769082","5.31394439927135","5.40207053782113","5.46527919760549","5.53461360867594","5.64622742349867","5.63755938305254","5.78657830279723","6.15592157212285","","",
"Lithuania","LTU","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.19950438","6.01339626","6.14446115","6.18627787","5.51149988","5.64800453","5.84418154","5.7643218","6.29453707","7.36587334","6.81462288","6.48781538","6.2759347","6.12593651","6.19332647","6.49043989","6.63746262","6.47513723","6.53044701","6.99864721","7.53844357","7.85175848","",
"Luxembourg","LUX","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.92533875","6.38193941","6.76099968","6.96221447","7.2793355","7.12328196","6.6364212","6.15803099","6.23101091","6.94993162","6.66263008","5.95225334","5.29404306","5.23557377","5.23040915","5.08113575","5.07103872","5.13535357","5.25880098","5.44119692","5.76745605","5.35417652","",
"Latvia","LVA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.43338442","5.77004433","5.76281166","5.4793458","6.20221329","5.83247328","5.70438385","5.51350451","5.58478308","6.09759474","6.097435","5.72401047","5.41047668","5.40874767","5.46339607","5.65211773","6.1332593","5.96542788","6.18867874","6.62088203","7.44663048","","",
"Macao SAR, China","MAC","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.99666667","4.12973785","4.39506149","4.41583776","4.58004332","4.73306799","4.94123983","5.20283985","5.2356267","5.70664072","5.86408854","5.81169367","5.83982801","5.68746853","5.86155415","5.57022429","5.49920416","5.39212465","5.33229017","5.36818361","5.99316072","","",
"Monaco","MCO","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.73622334","1.76396823","1.79035473","2.08464146","2.1265049","2.11639643","2.01949477","1.78815079","1.92418182","2.27634382","2.33074474","2.17874694","2.23475266","2.14983058","2.08692694","2.02846789","1.62753141","1.64274836","1.59626138","1.53244889","1.67133093","","",
"Moldova","MDA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.92687273","6.23449755","7.40437651","7.02227592","8.97114944","9.55814838","10.54445267","11.02066803","10.94920063","13.6766243","10.13112831","9.09670353","9.13962078","8.68300343","8.63275623","8.55763531","7.53552246","7.01328468","6.58753395","6.36946964","6.77933121","","",
"Madagascar","MDG","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.46962976","4.75725794","4.97110653","4.74734545","5.25490141","5.20261955","5.07627726","4.49428797","4.10616779","4.41676235","4.65100384","4.43843174","3.82249689","3.73896885","4.42833662","4.97224426","5.25697422","4.84431553","4.27076626","3.77732444","3.87958431","","",
"Maldives","MDV","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.73655844","8.21364975","8.78440189","6.77857542","7.48356962","8.82753372","8.04819012","8.30568123","11.47104168","10.0928812","8.48758984","7.92251587","8.67304802","8.15509319","7.91345072","8.72545815","10.30544567","9.26917839","7.43627834","7.66067553","11.34723186","","",
"Middle East & North Africa","MEA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.48523297602411","4.82266008699217","4.73540487550334","4.59764171718774","4.34249487090629","4.08932982983895","3.98449235019947","4.01182439455662","3.89121141884784","4.79237885770223","4.53341796730565","4.53214709501932","4.58487585159796","4.6300757983466","5.03574857058496","5.59424813862903","5.83836758482895","5.91805499066778","5.51416582991177","5.40827667469638","5.91983371925286","","",
"Mexico","MEX","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.44912481","4.8203578","5.0716424","5.81486416","5.9539032","5.83612156","5.65525484","5.76644516","5.69886971","6.12978458","5.73688889","5.51883602","5.66522121","5.80923605","5.55340958","5.72277403","5.55345869","5.45759058","5.38345814","5.44627905","6.2421484","","",
"Marshall Islands","MHL","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.4808979","14.81642723","12.84072018","12.76533508","15.61940098","20.21598053","20.33398056","16.26939583","15.20470905","14.53969955","13.93147564","13.08627224","13.03814125","13.46883583","13.20781231","15.33984375","15.73866177","14.38502884","15.26284122","14.82552052","13.00799465","","",
"Middle income","MIC","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.03233408945701","5.06649659163963","4.94592463724927","5.00294021059693","4.94692686723398","4.94920319157166","4.88515275199865","4.80396317688578","4.85171067208389","5.19792416740701","4.99834371696085","4.98048091736732","5.03679585415027","5.12494656672674","5.15649158133061","5.2517148777335","5.23605852057633","5.27703820780795","5.20462981245227","5.28248958362625","5.6204365640599","","",
"North Macedonia","MKD","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.86991501","8.3815918","8.97826958","9.00857735","8.46505451","7.67907524","7.38314581","6.57065344","6.55317593","6.52846384","6.71369696","6.51887369","6.61468363","6.71928358","6.28993368","6.34227896","6.37943363","6.43909454","6.45699358","7.06654119","7.8894825","","",
"Mali","MLI","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.46633244","4.51952457","4.99775171","5.05061436","5.21769333","5.19518089","5.45590782","5.25304699","5.0437417","5.22659969","4.67866755","4.014853","3.752177","3.96408701","4.48158312","4.11143351","3.77377558","3.67425752","3.73249912","3.88156676","4.3081193","","",
"Malta","MLT","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.57308626","6.99985981","7.70661688","7.89556122","8.04820728","8.66396618","8.80992031","8.16883373","7.86335802","7.92382908","7.95211124","8.4481411","8.37802982","8.49665833","9.08505249","8.89759636","8.96600914","8.72770977","8.56596088","9.23917389","10.83521566","","",
"Myanmar","MMR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.99549711","2.14881992","2.57854366","2.38126588","2.31822181","2.33031869","2.25168681","2.02357221","2.10873103","2.15950108","1.95585966","1.92666924","2.41021132","3.20071578","4.39346027","5.47780561","5.11349964","5.08065701","4.89992189","4.67856407","4.62411975","","",
"Middle East & North Africa (excluding high income)","MNA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.72840601447786","5.06585035774664","5.03068605968354","4.9179583845481","4.74818081419559","4.53840971719791","4.42343766237752","4.42809831504777","4.42598757064516","5.1281024034342","4.98292105249638","5.25612245791858","5.35901413245679","5.17850150758042","5.54672575037648","5.99106061837313","6.26149477110739","6.42468919268835","5.9333858133525","5.45389852429491","5.34724073373044","","",
"Montenegro","MNE","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.96692181","8.29550457","8.47144604","8.00086784","9.02188778","8.63302994","7.98255396","8.34355545","8.32983208","11.42177582","","",
"Mongolia","MNG","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.69538355","5.05435562","5.18856382","4.10218763","4.15718555","3.7552557","3.74971509","4.07522774","4.55693007","4.45980072","3.73945689","3.58612084","3.85800076","4.08932018","4.20989752","4.23154545","4.26370525","3.94357896","3.79951382","4.16080856","4.94451141","","",
"Northern Mariana Islands","MNP","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.21938276","2.90733671","3.31128621","3.39533854","3.67226458","4.37538815","4.08873844","3.93067098","4.2388401","5.2039299","5.43892908","5.00311899","5.24640608","6.12556028","6.33231783","6.71663332","7.28134489","7.83680201","8.0889616","7.95271826","7.61939621","","",
"Mauritania","MRT","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.37824655","3.5718379","4.00224972","4.03254652","3.70429492","3.40312648","2.70252752","2.87644005","3.01338983","3.11034036","2.63618922","2.47383666","2.64919329","2.86799884","3.46724391","3.67363763","3.09630585","3.31549454","3.43577695","3.34527016","3.35572982","","",
"Mauritius","MUS","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.89581966","2.96084642","3.23190331","3.22486687","3.36119127","3.56529307","3.65428853","3.57065129","3.99199653","4.2265029","4.57982159","4.3078289","4.27675056","4.68303633","5.49399614","5.69995832","5.70678568","5.80985212","5.86705875","6.200562","6.65996122","","",
"Malawi","MWI","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.95751047","1.69395339","2.68173218","3.32019806","4.07199907","4.30046511","4.91223288","5.44258356","6.10668802","5.87333822","5.14304781","5.32226658","6.02199793","8.22379494","6.89776182","6.62879086","7.72703791","7.58438921","6.87366676","5.13698387","5.43400049","","",
"Malaysia","MYS","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.51463366","2.6753974","2.66876554","2.92417073","2.86016941","2.78692698","3.10897732","3.07041144","3.00692558","3.2610569","3.16474271","3.31451917","3.45786357","3.51276922","3.71036959","3.82201481","3.70085335","3.71472311","3.75944281","3.83884454","4.12441826","","",
"North America","NAC","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.1999912777863","12.8683322619116","13.6575425893789","14.1030832121034","14.1217893458175","14.1172752643246","14.2362384771804","14.4107550599526","14.6723553821317","15.723617682276","15.6624299950738","15.5468654165598","15.5504810215562","15.4363872740616","15.6387965065398","16.0292060087757","16.3579431376778","16.3068731572114","16.1917700396603","16.2446836480231","18.3894785935069","","",
"Namibia","NAM","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.63792515","9.53211975","9.73386574","9.87848473","10.18727589","10.19230461","10.13995457","10.71633053","9.91801167","9.04967022","9.72781372","9.83193302","9.26659298","9.06448746","8.4089098","9.98109627","9.3223238","8.72573948","8.31648731","8.45436001","8.8962574","","",
"New Caledonia","NCL","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.65891504","4.72659349","4.82717037","4.74740648","4.97818327","5.87749624","5.99335575","5.43105888","5.24640608","5.33850145","4.96100473","4.87323856","4.30732679","4.46636009","4.45377159","5.34745932","4.53239059","5.57411098","5.28844786","5.66862822","6.20069504","","",
"Nigeria","NGA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.1973834","3.18946862","2.49063969","5.05360985","4.63368416","4.46591949","4.25775146","3.90997243","3.69581532","3.5801971","3.29653287","3.32077932","3.35984254","3.4206934","3.34840417","3.58194995","3.64773679","3.74762511","3.09069347","2.98547053","3.38063431","","",
"Nicaragua","NIC","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.23883677","5.48459768","5.73315859","6.08317614","6.05740356","6.22468948","6.35756445","6.95643044","7.16700697","7.68584394","7.71019173","7.44982004","7.48836899","7.63869238","7.97716141","7.96303272","8.04877567","8.32754421","8.4993515","8.55957031","8.62854576","","",
"Netherlands","NLD","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.7069602","8.05945873","8.64913177","9.05657101","9.1107645","9.09666824","9.08055115","9.05292606","9.27660465","9.9929266","10.15508747","10.23357868","10.53898716","10.58363628","10.56703758","10.32393837","10.2942524","10.1082983","10.01993561","10.14039612","11.1359272","11.21132469","",
"Norway","NOR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.71215487","8.02202415","9.00061893","9.21471977","8.82115746","8.32839584","7.91272163","8.05085373","7.96075296","9.07431412","8.90553188","8.78868103","8.77787971","8.92953396","9.34493446","10.13146877","10.59129524","10.31589031","10.02394581","10.5360651","11.41755009","10.08628464","",
"Nepal","NPL","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.12598515","3.80386233","3.92991233","3.84753442","4.03734398","3.94221044","3.5361805","3.66484332","3.80911326","3.89315772","4.3516593","4.44234705","4.49078751","4.63012981","5.07549381","5.46615553","5.42378998","4.72174025","4.52845383","4.44525433","5.17351818","","",
"Nauru","NRU","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.12374878","15.50226593","13.19443035","9.53113365","6.57316685","10.30554104","12.41761684","24.23068047","23.0041008","12.31575871","12.6964016","9.81177711","9.21772289","9.4396801","7.94534922","13.73628426","10.74993038","11.4886446","11.72690773","12.18192387","11.96898365","","",
"New Zealand","NZL","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.4700222","7.5789361","7.90045929","7.72169256","7.90090561","8.27334881","8.63841629","8.32904434","9.12382889","9.62076378","9.59277534","9.51987362","9.65163612","9.36019325","9.40168381","9.28344345","9.24379444","8.96694851","9.0351162","9.48335075","10.02858734","","",
"OECD members","OED","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.34552559423847","9.82713878727936","10.2550344127379","10.4698426512557","10.4251762351233","10.4765868665133","10.5515432328175","10.5269440858742","10.7274975441633","11.6687513214428","11.557743974125","11.5962953672269","11.727107726613","11.7195849399164","11.8758225934489","12.2371633336777","12.4041049254688","12.3628258317059","12.3307469292902","12.4962400867489","13.9311873037288","","",
"Oman","OMN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.06354737","3.08315206","3.18044019","3.17294717","2.97564673","2.5871408","2.31092215","2.42576504","2.01222706","2.8300879","2.82071519","2.54776597","2.59780169","2.85995984","3.58716846","4.65752935","4.79076433","4.52847433","3.68675041","4.39142513","5.32572365","","",
"Other small states","OSS","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.62238704041745","4.70978031560004","4.90370954378772","5.21612761334836","5.03316856093912","4.61424324907045","4.2984372350343","4.20552842180268","3.82880978004353","4.48291180354132","4.0386901920875","3.68965270663368","3.63319421774707","3.8752828578724","4.0824344635228","4.98287434903202","5.07803443429295","4.97562691790284","4.82480091174179","4.98592931812155","5.83748318276646","","",
"Pakistan","PAK","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.74935055","2.58692551","2.70006347","2.3364768","2.25784397","2.58859682","2.86177489","2.81689181","2.71266907","2.474589","2.39686546","2.14016924","2.20038641","2.40178362","2.45603824","2.45764362","2.57026353","2.78630086","2.82844954","2.84736937","2.95390352","","",
"Panama","PAN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.23963356","7.17009974","7.31349277","6.95631361","7.34004402","6.43272924","6.7842741","7.62018394","7.05229712","7.24006367","7.4865942","7.08092785","6.74132681","6.75967455","7.16729832","7.18962574","7.35213518","7.42582321","7.87820292","8.32831192","9.66291618","","",
"Peru","PER","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.41482639","4.72161007","4.93902254","4.58695936","4.42970943","4.66595268","4.4095645","4.42612123","4.51516962","4.97465611","4.71905422","4.54211617","4.74102163","4.76056957","4.97922754","4.98142099","4.99025059","4.91623974","5.19228029","5.21140051","6.30416107","","",
"Philippines","PHL","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.05512357","2.84775972","2.63767385","3.07663488","3.0468533","3.74253035","3.77762938","3.75318074","3.86315918","4.16451931","4.13107872","4.02518559","4.17709208","4.27408695","3.70313668","3.8982749","3.95484328","3.96042776","3.9538188","4.16646004","5.11274004","5.6067462","",
"Palau","PLW","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.69525814","7.99779701","8.06898689","9.08002663","10.03987122","9.44485378","9.66567612","9.95896339","9.64360332","10.41931343","11.67239475","10.81779194","11.63778973","12.17709541","12.27246571","11.07734013","12.0831728","12.17100716","11.21721172","15.71146011","18.39064217","","",
"Papua New Guinea","PNG","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.0184176","2.3006382","2.77562952","2.4531486","2.59372902","2.44874048","2.42600322","2.42102122","2.13526058","2.32937527","2.10756016","2.29397798","2.66693544","2.99727893","3.27119064","1.81881714","2.33063054","2.22970986","2.29408503","2.32528329","2.52693653","","",
"Poland","POL","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.28789568","5.66721439","6.06724358","5.95371294","5.86845207","5.80689144","5.80280542","5.87339211","6.37592173","6.587708","6.4122324","6.2400856","6.22393656","6.41485739","6.38664055","6.39477158","6.53473854","6.5601325","6.32764196","6.44682503","6.49310207","6.59315157","",
"Pre-demographic dividend","PRE","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.49596619926263","3.79861938146562","3.59525292408028","4.47871545048234","4.52990403229367","4.25190034847606","4.1813411316827","4.12004671985587","3.97024121215569","4.2789328593741","3.88286540172502","3.7633568544616","3.65043085578277","3.81707011018154","3.74186643023209","4.12241233710433","4.18695955969685","4.3137567519737","3.86680599069709","3.87568903714711","4.27345149088204","","",
